material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.0668
S355,Constructiestaal S355 (hoge sterkte),Staal,1.1863
AL6061,Aluminium legering 6061-T6,Aluminium,4.3204
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.8341
316,Roestvast staal 316L (plaat),RVS,3.8379
304,Roestvast staal 304 (plaat),RVS,3.4752
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.0911
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,31.5391
CuZn37,Messing CuZn37 (plaat),Messing,8.4463
CuETP,Koper elektrolytisch (plaat),Koper,8.7779
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.5966
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.7667
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.129
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.4624
PTFE,Teflon PTFE (plaat),Kunststof,18.1018
PE500,Polyethyleen PE500 (plaat),Kunststof,3.7898
