material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.069
S355,Constructiestaal S355 (hoge sterkte),Staal,1.1829
AL6061,Aluminium legering 6061-T6,Aluminium,4.3287
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.8547
316,Roestvast staal 316L (plaat),RVS,3.8735
304,Roestvast staal 304 (plaat),RVS,3.5043
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.079
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,31.403
CuZn37,Messing CuZn37 (plaat),Messing,8.3652
CuETP,Koper elektrolytisch (plaat),Koper,8.7362
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.5949
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.758
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.1348
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.4633
PTFE,Teflon PTFE (plaat),Kunststof,18.2345
PE500,Polyethyleen PE500 (plaat),Kunststof,3.7821
