material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.0716
S355,Constructiestaal S355 (hoge sterkte),Staal,1.1863
AL6061,Aluminium legering 6061-T6,Aluminium,4.3974
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.9444
316,Roestvast staal 316L (plaat),RVS,3.8889
304,Roestvast staal 304 (plaat),RVS,3.5512
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.0739
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,31.1521
CuZn37,Messing CuZn37 (plaat),Messing,8.4781
CuETP,Koper elektrolytisch (plaat),Koper,8.7516
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.6095
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.7254
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.124
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.4258
PTFE,Teflon PTFE (plaat),Kunststof,18.093
PE500,Polyethyleen PE500 (plaat),Kunststof,3.8815
