material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.0968
S355,Constructiestaal S355 (hoge sterkte),Staal,1.2035
AL6061,Aluminium legering 6061-T6,Aluminium,4.5252
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.8001
316,Roestvast staal 316L (plaat),RVS,3.8142
304,Roestvast staal 304 (plaat),RVS,3.481
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.1843
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,32.1323
CuZn37,Messing CuZn37 (plaat),Messing,8.5964
CuETP,Koper elektrolytisch (plaat),Koper,8.7936
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.5998
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.8044
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.1732
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.4738
PTFE,Teflon PTFE (plaat),Kunststof,17.9951
PE500,Polyethyleen PE500 (plaat),Kunststof,3.7797
