material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.0925
S355,Constructiestaal S355 (hoge sterkte),Staal,1.2063
AL6061,Aluminium legering 6061-T6,Aluminium,4.5365
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.8301
316,Roestvast staal 316L (plaat),RVS,3.8515
304,Roestvast staal 304 (plaat),RVS,3.474
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.1518
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,32.2438
CuZn37,Messing CuZn37 (plaat),Messing,8.495
CuETP,Koper elektrolytisch (plaat),Koper,8.742
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.621
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.8033
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.1749
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.4835
PTFE,Teflon PTFE (plaat),Kunststof,17.8853
PE500,Polyethyleen PE500 (plaat),Kunststof,3.773
