material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.086
S355,Constructiestaal S355 (hoge sterkte),Staal,1.2179
AL6061,Aluminium legering 6061-T6,Aluminium,4.47
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.781
316,Roestvast staal 316L (plaat),RVS,3.8586
304,Roestvast staal 304 (plaat),RVS,3.5083
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.1614
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,31.9789
CuZn37,Messing CuZn37 (plaat),Messing,8.435
CuETP,Koper elektrolytisch (plaat),Koper,8.734
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.595
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.796
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.1923
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.4512
PTFE,Teflon PTFE (plaat),Kunststof,18.0238
PE500,Polyethyleen PE500 (plaat),Kunststof,3.8105
