material_id,description,commodity,price_eur_per_kg
S235,Constructiestaal S235 (plaat/profiel),Staal,1.0966
S355,Constructiestaal S355 (hoge sterkte),Staal,1.2032
AL6061,Aluminium legering 6061-T6,Aluminium,4.5095
AL5083,Aluminium legering 5083 (maritiem),Aluminium,4.7903
316,Roestvast staal 316L (plaat),RVS,3.817
304,Roestvast staal 304 (plaat),RVS,3.4756
1.4462,Duplex roestvast staal 1.4462,RVS Duplex,5.196
Ti6Al4V,Titanium legering Ti-6Al-4V,Titanium,32.1156
CuZn37,Messing CuZn37 (plaat),Messing,8.5907
CuETP,Koper elektrolytisch (plaat),Koper,8.8278
EN-GJL-250,Gietijzer lamellair GJL-250,Gietijzer,1.5976
EN-GJS-500,Sfero gietijzer GJS-500,Gietijzer,1.8011
PA6,Polyamide PA6 (nylon plaat),Kunststof,4.1875
POM,Polyoxymethyleen Delrin (plaat),Kunststof,5.47
PTFE,Teflon PTFE (plaat),Kunststof,17.9843
PE500,Polyethyleen PE500 (plaat),Kunststof,3.7818
